"lsoa11cd","lsoa11nm","measure","value"
"E01005899","Stockport 012B","Households with lone parent not in employment",14
"E01005901","Stockport 012C","Households with lone parent not in employment",1
"E01005902","Stockport 012D","Households with lone parent not in employment",47
"E01005905","Stockport 012E","Households with lone parent not in employment",44
"E01005852","Stockport 013A","Households with lone parent not in employment",6
"E01005854","Stockport 013B","Households with lone parent not in employment",2
"E01005855","Stockport 013C","Households with lone parent not in employment",4
"E01005857","Stockport 013D","Households with lone parent not in employment",4
"E01005858","Stockport 013E","Households with lone parent not in employment",8
"E01005757","Stockport 014A","Households with lone parent not in employment",28
"E01005758","Stockport 014B","Households with lone parent not in employment",41
"E01005766","Stockport 014C","Households with lone parent not in employment",28
"E01005918","Stockport 014D","Households with lone parent not in employment",60
"E01005870","Stockport 015A","Households with lone parent not in employment",29
"E01005871","Stockport 015B","Households with lone parent not in employment",24
"E01005873","Stockport 015C","Households with lone parent not in employment",9
"E01005875","Stockport 015D","Households with lone parent not in employment",12
"E01005764","Stockport 016A","Households with lone parent not in employment",35
"E01005816","Stockport 016B","Households with lone parent not in employment",37
"E01005817","Stockport 016C","Households with lone parent not in employment",21
"E01005822","Stockport 016D","Households with lone parent not in employment",45
"E01005880","Stockport 017A","Households with lone parent not in employment",4
"E01005881","Stockport 017B","Households with lone parent not in employment",2
"E01005883","Stockport 017C","Households with lone parent not in employment",2
"E01005908","Stockport 017D","Households with lone parent not in employment",5
"E01005765","Stockport 018A","Households with lone parent not in employment",7
"E01005818","Stockport 018B","Households with lone parent not in employment",37
"E01005819","Stockport 018C","Households with lone parent not in employment",10
"E01005820","Stockport 018D","Households with lone parent not in employment",24
"E01005821","Stockport 018E","Households with lone parent not in employment",15
"E01005823","Stockport 018F","Households with lone parent not in employment",24
"E01005825","Stockport 019A","Households with lone parent not in employment",9
"E01005872","Stockport 019B","Households with lone parent not in employment",36
"E01005874","Stockport 019C","Households with lone parent not in employment",37
"E01005876","Stockport 019D","Households with lone parent not in employment",14
"E01005877","Stockport 019E","Households with lone parent not in employment",19
"E01005878","Stockport 020A","Households with lone parent not in employment",26
"E01005879","Stockport 020B","Households with lone parent not in employment",10
"E01005882","Stockport 020C","Households with lone parent not in employment",3
"E01005884","Stockport 020D","Households with lone parent not in employment",4
"E01005885","Stockport 020E","Households with lone parent not in employment",8
"E01005832","Stockport 021A","Households with lone parent not in employment",8
"E01005833","Stockport 021B","Households with lone parent not in employment",5
"E01005835","Stockport 021C","Households with lone parent not in employment",6
"E01005837","Stockport 021D","Households with lone parent not in employment",13
"E01005843","Stockport 021E","Households with lone parent not in employment",5
"E01005769","Stockport 022A","Households with lone parent not in employment",18
"E01005778","Stockport 022B","Households with lone parent not in employment",5
"E01005779","Stockport 022C","Households with lone parent not in employment",14
"E01005780","Stockport 022D","Households with lone parent not in employment",9
"E01005781","Stockport 022E","Households with lone parent not in employment",41
"E01005759","Stockport 023A","Households with lone parent not in employment",25
"E01005760","Stockport 023B","Households with lone parent not in employment",44
"E01005797","Stockport 023C","Households with lone parent not in employment",19
"E01005800","Stockport 023D","Households with lone parent not in employment",11
"E01005804","Stockport 023E","Households with lone parent not in employment",18
"E01005824","Stockport 024A","Households with lone parent not in employment",7
"E01005826","Stockport 024B","Households with lone parent not in employment",39
"E01005827","Stockport 024C","Households with lone parent not in employment",3
"E01005828","Stockport 024D","Households with lone parent not in employment",49
"E01005829","Stockport 024E","Households with lone parent not in employment",37
"E01005768","Stockport 025A","Households with lone parent not in employment",4
"E01005770","Stockport 025B","Households with lone parent not in employment",2
"E01005771","Stockport 025C","Households with lone parent not in employment",2
"E01005775","Stockport 025D","Households with lone parent not in employment",3
"E01005761","Stockport 026A","Households with lone parent not in employment",31
"E01005762","Stockport 026B","Households with lone parent not in employment",73
"E01005763","Stockport 026C","Households with lone parent not in employment",52
"E01005799","Stockport 026D","Households with lone parent not in employment",76
"E01005798","Stockport 027A","Households with lone parent not in employment",10
"E01005801","Stockport 027B","Households with lone parent not in employment",14
"E01005802","Stockport 027C","Households with lone parent not in employment",6
"E01005803","Stockport 027D","Households with lone parent not in employment",5
"E01005830","Stockport 027E","Households with lone parent not in employment",13
"E01005831","Stockport 027F","Households with lone parent not in employment",13
"E01005767","Stockport 028A","Households with lone parent not in employment",3
"E01005772","Stockport 028B","Households with lone parent not in employment",10
"E01005773","Stockport 028C","Households with lone parent not in employment",7
"E01005774","Stockport 028D","Households with lone parent not in employment",17
"E01005776","Stockport 028E","Households with lone parent not in employment",6
