lsoa11cd,lsoa11nm,lad16nm,measure,value
E01004978,Bury 004C,Bury,Working-age adults with no qualifications,216
E01004981,Bury 004D,Bury,Working-age adults with no qualifications,123
E01004982,Bury 004E,Bury,Working-age adults with no qualifications,97
E01004961,Bury 005A,Bury,Working-age adults with no qualifications,164
E01004965,Bury 005B,Bury,Working-age adults with no qualifications,74
E01004966,Bury 005C,Bury,Working-age adults with no qualifications,197
E01004967,Bury 005D,Bury,Working-age adults with no qualifications,57
E01004963,Bury 006A,Bury,Working-age adults with no qualifications,109
E01004968,Bury 006B,Bury,Working-age adults with no qualifications,83
E01005050,Bury 006C,Bury,Working-age adults with no qualifications,131
E01005052,Bury 006D,Bury,Working-age adults with no qualifications,90
E01005053,Bury 006E,Bury,Working-age adults with no qualifications,132
E01004954,Bury 007A,Bury,Working-age adults with no qualifications,128
E01004955,Bury 007B,Bury,Working-age adults with no qualifications,167
E01004956,Bury 007C,Bury,Working-age adults with no qualifications,193
E01004957,Bury 007D,Bury,Working-age adults with no qualifications,357
E01004960,Bury 007E,Bury,Working-age adults with no qualifications,317
E01004958,Bury 008A,Bury,Working-age adults with no qualifications,261
E01004959,Bury 008B,Bury,Working-age adults with no qualifications,281
E01004979,Bury 008C,Bury,Working-age adults with no qualifications,315
E01004980,Bury 008D,Bury,Working-age adults with no qualifications,169
E01005024,Bury 008E,Bury,Working-age adults with no qualifications,282
E01005026,Bury 008F,Bury,Working-age adults with no qualifications,255
E01004947,Bury 009A,Bury,Working-age adults with no qualifications,152
E01004948,Bury 009B,Bury,Working-age adults with no qualifications,268
E01004962,Bury 009C,Bury,Working-age adults with no qualifications,133
E01004964,Bury 009D,Bury,Working-age adults with no qualifications,179
E01004949,Bury 010A,Bury,Working-age adults with no qualifications,61
E01004950,Bury 010B,Bury,Working-age adults with no qualifications,77
E01004951,Bury 010C,Bury,Working-age adults with no qualifications,114
E01004952,Bury 010D,Bury,Working-age adults with no qualifications,46
E01004953,Bury 010E,Bury,Working-age adults with no qualifications,81
E01005025,Bury 011A,Bury,Working-age adults with no qualifications,150
E01005027,Bury 011B,Bury,Working-age adults with no qualifications,212
E01005028,Bury 011C,Bury,Working-age adults with no qualifications,312
E01005029,Bury 011D,Bury,Working-age adults with no qualifications,240
E01005000,Bury 012A,Bury,Working-age adults with no qualifications,104
E01005001,Bury 012B,Bury,Working-age adults with no qualifications,85
E01005005,Bury 012C,Bury,Working-age adults with no qualifications,85
E01005006,Bury 012D,Bury,Working-age adults with no qualifications,124
E01005030,Bury 013A,Bury,Working-age adults with no qualifications,241
E01005054,Bury 013B,Bury,Working-age adults with no qualifications,126
E01005059,Bury 013C,Bury,Working-age adults with no qualifications,184
E01005060,Bury 013D,Bury,Working-age adults with no qualifications,153
E01004997,Bury 014A,Bury,Working-age adults with no qualifications,136
E01004998,Bury 014B,Bury,Working-age adults with no qualifications,132
E01004999,Bury 014C,Bury,Working-age adults with no qualifications,116
E01005002,Bury 014D,Bury,Working-age adults with no qualifications,150
E01005003,Bury 014E,Bury,Working-age adults with no qualifications,155
E01004991,Bury 015A,Bury,Working-age adults with no qualifications,156
E01004992,Bury 015B,Bury,Working-age adults with no qualifications,167
E01004993,Bury 015C,Bury,Working-age adults with no qualifications,138
E01004994,Bury 015D,Bury,Working-age adults with no qualifications,196
E01004990,Bury 016A,Bury,Working-age adults with no qualifications,209
E01004996,Bury 016B,Bury,Working-age adults with no qualifications,221
E01005004,Bury 016C,Bury,Working-age adults with no qualifications,254
E01005008,Bury 016D,Bury,Working-age adults with no qualifications,291
E01005009,Bury 016E,Bury,Working-age adults with no qualifications,247
E01004945,Bury 017A,Bury,Working-age adults with no qualifications,89
E01005055,Bury 017B,Bury,Working-age adults with no qualifications,104
E01005056,Bury 017C,Bury,Working-age adults with no qualifications,82
E01005057,Bury 017D,Bury,Working-age adults with no qualifications,108
E01005058,Bury 017E,Bury,Working-age adults with no qualifications,59
E01004995,Bury 018A,Bury,Working-age adults with no qualifications,145
E01005010,Bury 018B,Bury,Working-age adults with no qualifications,155
E01005012,Bury 018C,Bury,Working-age adults with no qualifications,225
E01005013,Bury 018D,Bury,Working-age adults with no qualifications,274
E01004984,Bury 019A,Bury,Working-age adults with no qualifications,79
E01004985,Bury 019B,Bury,Working-age adults with no qualifications,62
E01004989,Bury 019C,Bury,Working-age adults with no qualifications,83
E01005007,Bury 019D,Bury,Working-age adults with no qualifications,96
E01005011,Bury 019E,Bury,Working-age adults with no qualifications,76
E01004983,Bury 020A,Bury,Working-age adults with no qualifications,111
E01004986,Bury 020B,Bury,Working-age adults with no qualifications,138
E01004987,Bury 020C,Bury,Working-age adults with no qualifications,162
E01004988,Bury 020D,Bury,Working-age adults with no qualifications,133
E01004941,Bury 021A,Bury,Working-age adults with no qualifications,192
E01004942,Bury 021B,Bury,Working-age adults with no qualifications,208
E01004943,Bury 021C,Bury,Working-age adults with no qualifications,160
E01004944,Bury 021D,Bury,Working-age adults with no qualifications,89
E01004946,Bury 021E,Bury,Working-age adults with no qualifications,245
E01004969,Bury 022A,Bury,Working-age adults with no qualifications,189
E01004970,Bury 022B,Bury,Working-age adults with no qualifications,142
E01004971,Bury 022C,Bury,Working-age adults with no qualifications,78
E01005034,Bury 022D,Bury,Working-age adults with no qualifications,96
E01004972,Bury 023A,Bury,Working-age adults with no qualifications,191
E01004973,Bury 023B,Bury,Working-age adults with no qualifications,121
E01004975,Bury 023C,Bury,Working-age adults with no qualifications,115
E01005039,Bury 023D,Bury,Working-age adults with no qualifications,168
E01005045,Bury 023E,Bury,Working-age adults with no qualifications,129
E01004974,Bury 024A,Bury,Working-age adults with no qualifications,102
E01005033,Bury 024B,Bury,Working-age adults with no qualifications,100
E01005036,Bury 024C,Bury,Working-age adults with no qualifications,185
E01005037,Bury 024D,Bury,Working-age adults with no qualifications,83
E01005031,Bury 025A,Bury,Working-age adults with no qualifications,131
E01005032,Bury 025B,Bury,Working-age adults with no qualifications,141
E01005035,Bury 025C,Bury,Working-age adults with no qualifications,85
E01005038,Bury 025D,Bury,Working-age adults with no qualifications,69
E01005040,Bury 026A,Bury,Working-age adults with no qualifications,151
E01005041,Bury 026B,Bury,Working-age adults with no qualifications,91
E01005042,Bury 026C,Bury,Working-age adults with no qualifications,128
E01005043,Bury 026D,Bury,Working-age adults with no qualifications,139
E01005044,Bury 026E,Bury,Working-age adults with no qualifications,127
E01005098,Manchester 001A,Manchester,Working-age adults with no qualifications,288
E01005099,Manchester 001B,Manchester,Working-age adults with no qualifications,367
E01005100,Manchester 001C,Manchester,Working-age adults with no qualifications,283
E01005102,Manchester 001D,Manchester,Working-age adults with no qualifications,183
E01005103,Manchester 001E,Manchester,Working-age adults with no qualifications,280
E01005101,Manchester 002A,Manchester,Working-age adults with no qualifications,318
E01005135,Manchester 002B,Manchester,Working-age adults with no qualifications,321
E01005136,Manchester 002C,Manchester,Working-age adults with no qualifications,215
E01005138,Manchester 002D,Manchester,Working-age adults with no qualifications,348
E01005140,Manchester 002E,Manchester,Working-age adults with no qualifications,392
E01005139,Manchester 003B,Manchester,Working-age adults with no qualifications,239
E01005141,Manchester 003C,Manchester,Working-age adults with no qualifications,353
E01005251,Manchester 003D,Manchester,Working-age adults with no qualifications,257
E01005252,Manchester 003E,Manchester,Working-age adults with no qualifications,313
E01033685,Manchester 003F,Manchester,Working-age adults with no qualifications,193
E01033687,Manchester 003G,Manchester,Working-age adults with no qualifications,254
E01005104,Manchester 004A,Manchester,Working-age adults with no qualifications,240
E01005160,Manchester 004B,Manchester,Working-age adults with no qualifications,176
E01005161,Manchester 004C,Manchester,Working-age adults with no qualifications,198
E01005162,Manchester 004D,Manchester,Working-age adults with no qualifications,218
E01005163,Manchester 004E,Manchester,Working-age adults with no qualifications,188
E01005247,Manchester 005A,Manchester,Working-age adults with no qualifications,152
E01005248,Manchester 005B,Manchester,Working-age adults with no qualifications,151
E01005249,Manchester 005C,Manchester,Working-age adults with no qualifications,285
E01005250,Manchester 005D,Manchester,Working-age adults with no qualifications,333
E01005253,Manchester 005E,Manchester,Working-age adults with no qualifications,292
E01005254,Manchester 005F,Manchester,Working-age adults with no qualifications,183
E01005164,Manchester 006A,Manchester,Working-age adults with no qualifications,245
E01005205,Manchester 006B,Manchester,Working-age adults with no qualifications,396
E01005206,Manchester 006C,Manchester,Working-age adults with no qualifications,273
E01005207,Manchester 006D,Manchester,Working-age adults with no qualifications,276
E01005223,Manchester 007A,Manchester,Working-age adults with no qualifications,201
E01005224,Manchester 007B,Manchester,Working-age adults with no qualifications,300
E01005225,Manchester 007C,Manchester,Working-age adults with no qualifications,344
E01005226,Manchester 007D,Manchester,Working-age adults with no qualifications,230
E01005229,Manchester 007E,Manchester,Working-age adults with no qualifications,184
E01005145,Manchester 008A,Manchester,Working-age adults with no qualifications,313
E01005146,Manchester 008B,Manchester,Working-age adults with no qualifications,293
E01005149,Manchester 008C,Manchester,Working-age adults with no qualifications,238
E01005165,Manchester 008D,Manchester,Working-age adults with no qualifications,299
E01005166,Manchester 008E,Manchester,Working-age adults with no qualifications,275
E01005167,Manchester 008F,Manchester,Working-age adults with no qualifications,282
E01005202,Manchester 009A,Manchester,Working-age adults with no qualifications,432
E01005203,Manchester 009B,Manchester,Working-age adults with no qualifications,452
E01005227,Manchester 009D,Manchester,Working-age adults with no qualifications,297
E01005228,Manchester 009E,Manchester,Working-age adults with no qualifications,368
E01033678,Manchester 009F,Manchester,Working-age adults with no qualifications,338
